case,play,song,begin_frame,end_frame,begin,end,query_peaks,query_matched,reference_peaks,reference_matched,verify_q,verify_r,oracle_start,oracle_hold,maximum_retrieval_confidence,native_start_gate_candidates,native_hold_predictions
combined,clean-t07,t07,30663,31008,177.99836734693878,180.00108843537416,44,17,34,17,0.38636363636363635,0.5,False,True,83.122363,1,1
combined,clean-t07,t07,31008,31352,180.00108843537416,181.9980045351474,45,13,31,13,0.28888888888888886,0.41935483870967744,False,False,84.063745,0,0
combined,clean-t08,t08,34453,34798,199.99927437641725,202.0019954648526,36,16,28,16,0.4444444444444444,0.5714285714285714,True,True,62.962963,0,0
combined,clean-t08,t08,34798,35142,202.0019954648526,203.99891156462584,41,20,29,20,0.4878048780487805,0.6896551724137931,True,True,78.021978,1,0
combined,clean-t08,t08,35142,35487,203.99891156462584,206.00163265306122,38,18,28,18,0.47368421052631576,0.6428571428571429,True,True,83.935743,1,1
combined,clean-t08,t08,35487,35831,206.00163265306122,207.99854875283447,36,12,23,12,0.3333333333333333,0.5217391304347826,False,True,85.018727,0,1
combined,clean-t09,t09,39277,39621,228.0025396825397,229.99945578231294,40,17,35,17,0.425,0.4857142857142857,True,True,69.230769,0,0
combined,clean-t09,t09,39621,39966,229.99945578231294,232.0021768707483,42,18,31,18,0.42857142857142855,0.5806451612903226,True,True,78.26087,1,0
combined,clean-t09,t09,39966,40310,232.0021768707483,233.99909297052153,39,19,35,19,0.48717948717948717,0.5428571428571428,True,True,84.189723,1,1
combined,clean-t09,t09,40310,40655,233.99909297052153,236.0018140589569,41,23,39,23,0.5609756097560976,0.5897435897435898,True,True,88.130564,1,1
combined,clean-t10,t10,43755,44100,253.99727891156462,256.0,43,20,37,20,0.46511627906976744,0.5405405405405406,True,True,55.05618,0,0
combined,clean-t10,t10,44100,44445,256.0,258.00272108843535,46,19,36,19,0.41304347826086957,0.5277777777777778,True,True,79.79798,1,0
combined,clean-t10,t10,44445,44789,258.00272108843535,259.9996371882086,37,24,34,24,0.6486486486486487,0.7058823529411765,True,True,88.857939,1,1
combined,clean-t10,t10,44789,45134,259.9996371882086,262.002358276644,36,17,31,17,0.4722222222222222,0.5483870967741935,True,True,90.804598,1,1
combined,clean-t10,t10,45134,45478,262.002358276644,263.99927437641725,44,21,34,20,0.4772727272727273,0.5882352941176471,True,True,91.769547,1,1
combined,clean-t11,t11,48579,48923,282.0005442176871,283.9974603174603,34,7,29,6,0.20588235294117646,0.20689655172413793,False,False,35.483871,0,0
combined,clean-t11,t11,48923,49268,283.9974603174603,286.0001814058957,42,11,23,11,0.2619047619047619,0.4782608695652174,False,False,43.661972,0,0
combined,clean-t11,t11,49268,49613,286.0001814058957,288.00290249433107,40,19,28,18,0.475,0.6428571428571429,True,True,79.166667,1,0
combined,clean-t11,t11,49613,49957,288.00290249433107,289.9998185941043,41,18,36,18,0.43902439024390244,0.5,True,True,82.300885,1,0
combined,clean-t12,t12,53402,53747,309.9980045351474,312.00072562358275,47,23,37,23,0.48936170212765956,0.6216216216216216,True,True,74.193548,1,0
combined,clean-t12,t12,53747,54091,312.00072562358275,313.997641723356,44,23,33,23,0.5227272727272727,0.696969696969697,True,True,85.865724,1,0
combined,clean-t12,t12,54091,54436,313.997641723356,316.0003628117914,42,21,32,19,0.5,0.59375,True,True,89.417989,2,1
combined,clean-t12,t12,54436,54780,316.0003628117914,317.99727891156465,50,21,31,21,0.42,0.6774193548387096,True,True,91.43469,1,1
combined,clean-t13,t13,57881,58226,335.9985487528345,338.00126984126985,33,16,37,15,0.48484848484848486,0.40540540540540543,True,True,60.0,0,0
combined,clean-t13,t13,58226,58570,338.00126984126985,339.99818594104306,31,13,34,13,0.41935483870967744,0.38235294117647056,True,True,70.588235,1,0
combined,clean-t13,t13,58570,58915,339.99818594104306,342.00090702947847,39,19,37,18,0.48717948717948717,0.4864864864864865,True,True,81.042654,1,1
combined,clean-t13,t13,58915,59259,342.00090702947847,343.9978231292517,36,19,42,19,0.5277777777777778,0.4523809523809524,True,True,84.848485,1,1
combined,clean-t13,t13,59259,59604,343.9978231292517,346.0005442176871,38,18,38,18,0.47368421052631576,0.47368421052631576,True,True,86.970684,1,1
combined,clean-t14,t14,62705,63049,364.00181405895694,365.99873015873015,35,18,32,16,0.5142857142857142,0.5,True,True,70.37037,1,0
combined,clean-t14,t14,63049,63394,365.99873015873015,368.0014512471655,42,20,34,20,0.47619047619047616,0.5882352941176471,True,True,84.126984,2,1
combined,clean-t14,t14,63394,63738,368.0014512471655,369.9983673469388,35,21,34,20,0.6,0.5882352941176471,True,True,88.372093,2,1
combined,clean-t14,t14,63738,64083,369.9983673469388,372.00108843537413,32,19,27,19,0.59375,0.7037037037037037,True,True,91.091314,2,1
combined,clean-t15,t15,67528,67873,391.99927437641725,394.0019954648526,32,14,30,14,0.4375,0.4666666666666667,True,True,70.588235,1,0
combined,clean-t15,t15,67873,68217,394.0019954648526,395.99891156462587,33,12,24,12,0.36363636363636365,0.5,False,True,74.193548,0,1
combined,clean-t15,t15,68217,68562,395.99891156462587,398.0016326530612,32,13,28,13,0.40625,0.4642857142857143,True,True,78.609626,1,1
combined,clean-t15,t15,68562,68906,398.0016326530612,399.9985487528345,33,12,21,12,0.36363636363636365,0.5714285714285714,False,True,82.378855,0,1
combined,clean-t16,t16,72007,72352,417.9998185941043,420.0025396825397,37,16,26,16,0.43243243243243246,0.6153846153846154,True,True,61.538462,0,0
combined,clean-t16,t16,72352,72696,420.0025396825397,421.9994557823129,43,19,39,19,0.4418604651162791,0.48717948717948717,True,True,74.193548,0,0
combined,clean-t16,t16,72696,73041,421.9994557823129,424.0021768707483,44,18,31,18,0.4090909090909091,0.5806451612903226,True,True,76.608187,0,0
combined,clean-t16,t16,73041,73385,424.0021768707483,425.99909297052153,41,18,36,17,0.43902439024390244,0.4722222222222222,True,True,80.0,0,0
combined,clean-t16,t16,73385,73730,425.99909297052153,428.00181405895694,37,14,27,14,0.3783783783783784,0.5185185185185185,False,True,81.042654,1,0
combined,clean-t17,t17,76830,77175,445.99727891156465,448.0,41,18,36,17,0.43902439024390244,0.4722222222222222,True,True,51.807229,0,0
combined,clean-t17,t17,77175,77520,448.0,450.00272108843535,42,14,37,14,0.3333333333333333,0.3783783783783784,False,True,59.59596,0,0
combined,clean-t17,t17,77520,77864,450.00272108843535,451.9996371882086,39,15,42,15,0.38461538461538464,0.35714285714285715,False,True,73.856209,1,0
combined,clean-t17,t17,77864,78209,451.9996371882086,454.002358276644,32,13,28,13,0.40625,0.4642857142857143,True,True,78.021978,2,0
combined,clean-t17,t17,78209,78553,454.002358276644,455.99927437641725,39,17,32,17,0.4358974358974359,0.53125,True,True,83.805668,3,1
combined,clean-t18,t18,81654,81998,474.0005442176871,475.9974603174603,43,19,35,19,0.4418604651162791,0.5428571428571428,True,True,65.517241,0,0
combined,clean-t18,t18,81998,82343,475.9974603174603,478.0001814058957,46,18,37,18,0.391304347826087,0.4864864864864865,False,True,73.856209,0,0
combined,clean-t18,t18,82343,82688,478.0001814058957,480.00290249433107,38,15,31,15,0.39473684210526316,0.4838709677419355,False,True,80.099502,0,0
combined,clean-t18,t18,82688,83032,480.00290249433107,481.9998185941043,44,13,42,13,0.29545454545454547,0.30952380952380953,False,False,81.56682,0,0
combined,clean-t19,t19,86133,86477,500.00108843537413,501.9980045351474,34,13,25,13,0.38235294117647056,0.52,False,True,33.333333,0,0
combined,clean-t19,t19,86477,86822,501.9980045351474,504.00072562358275,31,15,33,15,0.4838709677419355,0.45454545454545453,True,True,50.617284,0,0
combined,clean-t19,t19,86822,87166,504.00072562358275,505.997641723356,38,14,29,14,0.3684210526315789,0.4827586206896552,False,True,68.992248,0,0
combined,clean-t19,t19,87166,87511,505.997641723356,508.0003628117914,42,14,31,14,0.3333333333333333,0.45161290322580644,False,True,73.509934,0,0
combined,clean-t19,t19,87511,87855,508.0003628117914,509.99727891156465,43,20,41,20,0.46511627906976744,0.4878048780487805,True,True,77.777778,1,0
combined,clean-t20,t20,90956,91301,527.9985487528345,530.0012698412698,32,16,28,16,0.5,0.5714285714285714,True,True,69.69697,0,0
combined,clean-t20,t20,91301,91645,530.0012698412698,531.9981859410431,42,17,28,17,0.40476190476190477,0.6071428571428571,True,True,75.15528,0,0
combined,clean-t20,t20,91645,91990,531.9981859410431,534.0009070294784,33,17,41,17,0.5151515151515151,0.4146341463414634,True,True,80.952381,1,0
combined,clean-t20,t20,91990,92334,534.0009070294784,535.9978231292517,47,20,34,20,0.425531914893617,0.5882352941176471,True,True,84.435798,1,0
combined,clean-t20,t20,92334,92679,535.9978231292517,538.0005442176871,42,18,28,18,0.42857142857142855,0.6428571428571429,True,True,84.90566,1,1
combined,clean-t21,t21,95780,96124,556.0018140589569,557.9987301587302,46,21,47,21,0.45652173913043476,0.44680851063829785,True,True,72.027972,1,0
combined,clean-t21,t21,96124,96469,557.9987301587302,560.0014512471655,43,21,38,20,0.4883720930232558,0.5263157894736842,True,True,79.274611,2,1
combined,clean-t21,t21,96469,96813,560.0014512471655,561.9983673469387,42,24,38,24,0.5714285714285714,0.631578947368421,True,True,86.885246,1,1
combined,clean-t21,t21,96813,97158,561.9983673469387,564.0010884353742,49,29,49,28,0.5918367346938775,0.5714285714285714,True,True,91.051454,1,1
combined,clean-t22,t22,100259,100603,582.002358276644,583.9992743764172,27,9,26,9,0.3333333333333333,0.34615384615384615,False,True,28.571429,0,0
combined,clean-t22,t22,100603,100948,583.9992743764172,586.0019954648526,41,18,31,18,0.43902439024390244,0.5806451612903226,True,True,73.509934,1,0
combined,clean-t22,t22,100948,101292,586.0019954648526,587.9989115646258,43,18,34,18,0.4186046511627907,0.5294117647058824,True,True,78.609626,1,0
combined,clean-t22,t22,101292,101637,587.9989115646258,590.0016326530613,31,7,25,7,0.22580645161290322,0.28,False,False,78.835979,0,0
combined,clean-t22,t22,101637,101981,590.0016326530613,591.9985487528345,34,10,29,9,0.29411764705882354,0.3103448275862069,False,False,80.295567,0,0
